"FilePath","Category","DirName","Lines","Sections","Name","Description","ArgumentHint","UserInvocable","HasAllowedTools","LargeTables_10plus","LargeLists_30plus","LargeText_30plus","HasLargeInline","CodeLangs","Images","RefCount","RefFileNames","HasEmptyRef","CacheLayerAnnotations","RefReadInFirst20pct","TitleMatchesName","IsGenreWrapper","HasGenreRoute"
"都市悬疑\skills\都市悬疑-创建小说正文\SKILL.md","GenreWrapper","都市悬疑-创建小说正文","86","13","都市悬疑-创建小说正文","'用于【都市悬疑】题材下的章节正文创作。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口名，补充起点追读、证据程序、真实编号、城市压迫感与文件写回要求，并要求生成的 `","'要写哪一章都市悬疑正文？默认按“章纲 / 控制卡 / 场景施工 / 回报与钩子兑现”处理。'","false","False","0","0","0","False","","0","2","控制卡落正文与镜头化桥接.md;题材正文创作补充规则.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-去AI味重写\SKILL.md","GenreWrapper","都市悬疑-去AI味重写","63","6","都市悬疑-去AI味重写","'用于【都市悬疑】题材下的去 AI 味重写。作为题材包装层、兼容入口与路由层，负责保留都市悬疑标准入口名、补充程序 / 证据口径、数值双轨与冷压迫来源保护边界，并明确要求优先强制加载并使用 `通用-去AI味重写`。关键词：都市悬疑去AI味、模板腔、证据口径、冷压迫。'","'要处理哪一章或哪一段都市悬疑正文的 AI 味？默认按“保信息、保结构、保护证据与冷压迫来源”处理。'","false","False","0","0","0","False","","0","9","都市冷压迫来源保护清单.md;去AI味执行清单.md;三级改造与工具包.md;实战自检与陷阱.md;数值双轨与视角保护.md;通用风格与排版补充.md;与控制卡_正文润色_审阅章节正文的桥接规则.md;AI味识别雷达.md;AI味识别与改写工具包.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-多平台小说适配\SKILL.md","GenreWrapper","都市悬疑-多平台小说适配","58","7","都市悬疑-多平台小说适配","'用于【都市悬疑】题材下的多平台适配策略。作为题材包装层与兼容入口，负责保留都市悬疑入口名、补充异常证据、程序摩擦、城市压迫感与长期谜团在各平台的保真边界，并明确要求优先强制加载并使用 `通用-多平台小说适配`。关键词：都市悬疑多平台适配、平台差异、改写前推演、平台保真。'","'要把哪一章都市悬疑适配到哪些平台？默认按“先做平台差异推演，再按题材保真边界拉开版本”处理。'","false","False","0","0","0","False","","0","1","都市悬疑平台适配优先级矩阵.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-多平台输出编排\SKILL.md","GenreWrapper","都市悬疑-多平台输出编排","65","7","都市悬疑-多平台输出编排","'用于【都市悬疑】题材下的多平台输出 SOP 编排。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口名，并明确要求优先强制加载并使用 `通用-多平台输出编排`，同时在多平台分发前先锁定母稿底盘与题材差异。支持今日头条分发。'","'要把哪一章或哪几章分发到多个平台？默认按“母稿提纯 → 平台适配 → 分平台落盘 → 质检摘要”处理。'","false","False","0","0","0","False","","0","2","题材多平台输出保真规则.md;README.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-大纲审阅优化闭环\SKILL.md","GenreWrapper","都市悬疑-大纲审阅优化闭环","65","8","都市悬疑-大纲审阅优化闭环","'用于【都市悬疑】题材下的提纲审阅优化 SOP 编排。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口名，并明确要求优先强制加载并使用 `通用-大纲审阅优化闭环`，同时按总纲 / 分卷对象分流到对应题材审阅与设计 Skill。'","'要把哪份都市悬疑大纲反复审改到过线？默认按“审阅 → 回写 → 复审”持续覆盖同一份主报告。'","false","False","0","0","0","False","","0","2","题材大纲闭环补充规则.md;总纲分卷审改轮次与回写策略.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-审阅人物传记\SKILL.md","GenreWrapper","都市悬疑-审阅人物传记","85","9","都市悬疑-审阅人物传记","'用于审阅都市悬疑人物传记。作为题材包装层与兼容入口，负责补充可证据化秘密、事件性关系网与镜头抓手等题材裁判口径，并明确要求优先强制加载并使用 `通用-审阅人物传记`。关键词：都市悬疑人物审阅、可证据化秘密、关系网、心理弧线。'","'要审哪份都市悬疑人物传记？默认按“身份、动机、边界、关系、抓手、弧线、索引”从严体检。'","false","False","0","0","0","False","","0","4","人物传记审阅报告增补.md;人物传记审阅检查清单.md;审阅维度说明.md;题材人物审阅模板补充.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-审阅分卷大纲\SKILL.md","GenreWrapper","都市悬疑-审阅分卷大纲","104","13","都市悬疑-审阅分卷大纲","'审阅都市悬疑小说分部大纲、分卷大纲、章清单与单元案执行版。核心要求是：分部/分卷大纲必须把上一级分配给本层的内容切实、全量、保质落地。分部审阅要核查总纲层文件组分配给本部的全部内容是否已落地；分卷审阅要按是否存在分部，分别核查其是否完整落地总纲层或分部层分配内容。关键词：分部审阅、分卷审阅、单元案审阅、节奏布点、钩子策略、章清单审阅。'","'要审哪份都市悬疑分部 / 分卷文件？默认按“上游全量落地、卷级节奏、章中回报与单元闭环”处理。'","false","False","0","0","0","False","","0","4","分部与分卷审阅报告增补.md;分部与分卷审阅专属检查清单.md;首卷留存章中回报与平台节奏诊断.md;题材分卷审阅模板补充.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-审阅总大纲\SKILL.md","GenreWrapper","都市悬疑-审阅总大纲","106","13","都市悬疑-审阅总大纲","'审阅都市悬疑小说总大纲、全书总纲、故事多面体、主线谜团与单元案矩阵。这里的“总大纲”默认指总纲层文件组，而非单一文件；至少包括 `小说总大纲.md`、`故事面/`、`伏笔与回收总纲.md`、`故事多面体大纲.md`，以及其它相关总表级大纲文件。用于审阅总纲层 Canon 文件及其联动关系。关键词：总纲审阅、总大纲、全书审阅、机制递进、单元案矩阵、总纲报告。'","'要审哪组都市悬疑总纲层文件？默认按“总纲层文件组联动、主线供血、机制递进与可回写性”处理。'","false","False","0","0","0","False","","0","4","题材总纲审阅模板补充.md;总纲断供诊断与回写补丁.md;总纲审阅报告增补.md;总纲审阅专属检查清单.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-审阅故事设定\SKILL.md","GenreWrapper","都市悬疑-审阅故事设定","120","11","都市悬疑-审阅故事设定","'用于审阅都市悬疑故事设定、手法、程序链与证据载体文档。作为题材包装层与兼容入口，负责补充异常证据、程序摩擦与现实代价等题材裁判口径，并明确要求优先强制加载并使用 `通用-审阅故事设定`。关键词：都市悬疑设定审阅、程序链、证据载体、规则代价。'","'要审哪份都市悬疑故事设定文件？默认按“可执行、可证据化、可叙事化、可承受代价”处理。'","false","False","0","0","0","False","","0","1","题材技术审阅模板补充.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-审阅章节正文\SKILL.md","GenreWrapper","都市悬疑-审阅章节正文","103","12","都市悬疑-审阅章节正文","'审阅都市悬疑章节正文。用于检查章内追读驱动、中段回报、章末钩子、人物传记一致性、公平推理、证据链、时间表达与作者管理编号出戏风险，并输出可落库、可回写的章节审阅报告。'","'要审哪一章都市悬疑正文？默认按“追读驱动、中段回报、章末钩子、公平推理与证据链”处理。'","false","False","0","0","0","False","","0","6","都市现实针脚与回炉优先级.md;控制卡_正文_审阅_回炉桥.md;题材章节正文审阅模板补充.md;章节审阅核心点.md;章节正文审阅报告增补.md;章节正文审阅检查清单.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-小说项目初始化\SKILL.md","GenreWrapper","都市悬疑-小说项目初始化","116","9","都市悬疑-小说项目初始化","'用于【都市悬疑】题材下的项目级战略初始化——在选定平台后、设计大纲之前，补充都市悬疑特有的职业切口、异常证据体系、城市空间压迫感、现实代价锚点与平台适配偏好。作为题材包装层与路由层，强制加载并使用 `通用-小说项目初始化`。'","'--platform 七猫 --genre 都市悬疑。初始化哪本都市悬疑新书？'","false","False","1","0","0","True","","0","0","","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-平台签约评估框架\SKILL.md","GenreWrapper","都市悬疑-平台签约评估框架","124","13","都市悬疑-平台签约评估框架","'用于【都市悬疑】题材下以默认极严、保守、负面证据优先的口径评估作品在{目标平台}的签约、过稿与连载潜力。作为题材包装层与路由层，负责保留都市悬疑标准入口名，并明确要求优先强制加载并使用 `通用-平台签约评估框架`。关键词：都市悬疑签约评估、极严评估、签约概率评估、过稿潜力、总纲闸门预评估、分卷闸门预评估、正文准入评估、竞品威胁评估。'","'要评估哪部都市悬疑作品在哪个目标平台（起点/七猫/番茄/晋江等）的签约或过稿潜力，当前材料位于总纲、分卷还是正文阶段？本 Skill 默认即采用极严保守口径（继承自通用-平台签约评估框架），并强制回答""当前层是否适合推进下一层""；重点按""赛道归类、黄金三章、主角抓手、长线供血与投稿准备""处理。'","false","False","0","0","0","False","","0","3","起点都市悬疑审核锚点与红线.md;起点签约概率评估报告模板.md;起点签约概率评估检查清单.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-强化章末钩子\SKILL.md","GenreWrapper","都市悬疑-强化章末钩子","56","6","都市悬疑-强化章末钩子","'用于【都市悬疑】题材下的章末钩子强化。作为题材包装层与兼容入口，负责保留都市悬疑入口名、补充未完成动作、新变量入场、更糟后果与订阅级驱动口感，并明确要求优先强制加载并使用 `通用-强化章末钩子`。关键词：都市悬疑章末钩子、转折、揭露、危机、下一章驱动。'","'要强化哪一章都市悬疑结尾？默认按“转折、揭露、危机、未完成动作与更糟后果”处理。'","false","False","0","0","0","False","","0","0","","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-强化章节开头\SKILL.md","GenreWrapper","都市悬疑-强化章节开头","57","6","都市悬疑-强化章节开头","'用于【都市悬疑】题材下的章节开头强化。作为题材包装层与兼容入口，负责保留都市悬疑入口名、补充冷开场、异常触发、现实针脚与即时动作压力口感，并明确要求优先强制加载并使用 `通用-强化章节开头`。关键词：都市悬疑开头强化、冷开场、异常触发、首屏留存。'","'要强化哪一章都市悬疑开头？默认按“异常、冲突、困境、悬念缺口与即时动作压力”处理。'","false","False","0","0","0","False","","0","0","","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-执行场景单元\SKILL.md","GenreWrapper","都市悬疑-执行场景单元","69","8","都市悬疑-执行场景单元","'用于【都市悬疑】题材下的场景单元施工、章节微型剧本与抓眼开场。作为题材包装层、兼容入口与路由层，负责保留都市悬疑标准入口名、补充城市空间压迫、程序阻力与证据入场口感，并明确要求优先强制加载并使用 `通用-执行场景单元`。关键词：都市悬疑场景单元、楼道、电梯、值班室、地下车库、日常异化。'","'要处理哪一章、哪一场景或哪类城市微空间？默认同时考虑抓眼入口、现实针脚、程序阻力、证据入场与章尾推动。'","false","False","0","0","0","False","","0","3","都市日常异化与场景压迫补丁.md;控制卡到场景单元桥接模板.md;README.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-执行对话冲突\SKILL.md","GenreWrapper","都市悬疑-执行对话冲突","69","8","都市悬疑-执行对话冲突","'用于【都市悬疑】题材下的审讯、试探、争执、谈判与规则对峙场景。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口名、补充职业语体与程序压迫，并明确要求优先强制加载并使用 `通用-执行对话冲突`。'","'要处理哪段都市悬疑关键对话？默认按“职业压迫感、潜台词、误导与风险升级”处理。'","false","False","0","0","0","False","","0","3","都市职业话术与审讯压迫补充.md;控制卡回报点与对话施压桥.md;README.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-执行微空间受限场景\SKILL.md","GenreWrapper","都市悬疑-执行微空间受限场景","70","8","都市悬疑-执行微空间受限场景","'用于【都市悬疑】题材下的微空间或受限空间场景施工。作为题材包装层、兼容入口与路由层，负责保留都市悬疑标准入口名、补充城市受限空间、现实针脚、规则代价与证据回收口径，并明确要求优先强制加载并使用 `通用-执行微空间受限场景`。关键词：都市悬疑微空间、楼道、电梯、值班室、地下车库、贴脸惊悚。'","'要处理哪一章、哪一场微空间，或哪种受限环境？默认同时考虑现实功能、微反常升级、规则代价、证据入场与章尾余震。'","false","False","0","0","0","False","","0","3","都市微空间异化手法与禁行项.md;控制卡压进微空间镜头的施工桥.md;README.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-提纯多平台母稿\SKILL.md","GenreWrapper","都市悬疑-提纯多平台母稿","54","6","都市悬疑-提纯多平台母稿","'用于【都市悬疑】题材下的多平台母稿提纯。作为题材包装层与兼容入口，负责保留都市悬疑入口名、补充异常证据、程序摩擦、城市压迫感与长期谜团的底盘保真，并明确要求优先强制加载并使用 `通用-提纯多平台母稿`。关键词：都市悬疑母稿提纯、多平台底稿、证据链、平台可分化。'","'要把哪一章都市悬疑母稿提纯到可供多平台改写？默认按“保底盘、保事件链、保异常证据与追读链”处理。'","false","False","0","0","0","False","","0","0","","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-撰写书评\SKILL.md","GenreWrapper","都市悬疑-撰写书评","56","6","都市悬疑-撰写书评","'用于【都市悬疑】题材下的全书 / 分部 / 分卷 / 分章书评撰写、重写与审计。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口名、补充城市现实压迫、异常证据与人性代价的推荐话术，并明确要求优先强制加载并使用 `通用-撰写书评`。支持今日头条平台。'","'要给哪部都市悬疑作品写书评？默认按“城市现实压迫、异常证据、人性代价与不剧透安利”处理。'","false","False","0","0","0","False","","0","3","都市悬疑按平台推荐书评模板组.md;普通读者都市悬疑书评切口库.md;题材书评补充规则.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-撰写内容简介\SKILL.md","GenreWrapper","都市悬疑-撰写内容简介","52","6","都市悬疑-撰写内容简介","'用于【都市悬疑】题材下的内容简介撰写、压缩与适配。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口名、补充题材卖点与持续承诺，并明确要求优先强制加载并使用 `通用-撰写内容简介`。支持今日头条平台。'","'要写哪部都市悬疑作品的内容简介？默认按“异常证据、现实代价、长期谜团与平台勾连”处理。'","false","False","0","0","0","False","","0","1","题材简介补充规则.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-正文润色\SKILL.md","GenreWrapper","都市悬疑-正文润色","64","9","都市悬疑-正文润色","'用于【都市悬疑】题材下的正文润色。作为题材包装层、兼容入口与路由层，负责保留都市悬疑标准入口名、补充有限视角、证据链、程序阻力与城市压迫感裁判边界，并明确要求优先强制加载并使用 `通用-正文润色`。关键词：都市悬疑正文润色、有限视角、证据链、程序阻力、代入感。'","'要润哪一章都市悬疑正文？默认按“保信息、保证据链、保中段回报与章末钩子”处理。'","false","False","0","0","0","False","","0","6","章节正文润色检查清单.md;章节正文润色流程.md;正文润色数值双轨禁忌与沉浸控制.md;正文润色增强技法与读者机制.md;正文润色执行流程与输出规范.md;正文润色总裁判与交付规则.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-润色作者有话说\SKILL.md","GenreWrapper","都市悬疑-润色作者有话说","72","10","都市悬疑-润色作者有话说","'用于【都市悬疑】题材下的作者有话说润色。作为题材包装层与兼容入口，负责保留都市悬疑入口名，补充“一粒城市微细节 + 一点后怕或冷笑 + 一个轻追问”的章后口感，并明确要求优先强制加载并使用 `通用-润色作者有话说`。关键词：都市悬疑作者有话说、读者向小剧场、余波、轻悬念。'","'要润色哪一章都市悬疑的作者有话说？默认按“城市微细节切入、轻余波、轻互动、不剧透、不讲案件解析”处理。'","false","False","0","0","0","False","","0","2","题材作者有话说补充规则.md;作者有话说与读者侧产物协同.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-生成章节控制卡\SKILL.md","GenreWrapper","都市悬疑-生成章节控制卡","67","8","都市悬疑-生成章节控制卡","'用于【都市悬疑】题材下的章节控制卡生成。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口名、补充主线推进、证据入场、程序阻力与危险升级口径，并明确要求优先强制加载并使用 `通用-生成章节控制卡`。关键词：都市悬疑控制卡、主线推进、证据入场、中段回报、危险升级。'","'要为哪一章都市悬疑生成控制卡？默认按“主线推进、证据入场、中段回报、章末钩子与危险升级”处理。'","false","False","0","0","0","False","","0","4","卷首_中段_卷尾分型模板卡.md;可直接复制填写的都市悬疑控制卡模板.md;控制卡标题段落与作者有话说策略.md;题材控制卡补充规则.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-章节创作闭环\SKILL.md","GenreWrapper","都市悬疑-章节创作闭环","77","8","都市悬疑-章节创作闭环","'用于【都市悬疑】题材下的章节创作 SOP 编排。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口名，并明确要求优先强制加载并使用 `通用-章节创作闭环`，同时锁定题材写作链、程序证据连续性、城市压迫感与批量回炉护栏。'","'要按都市悬疑口径连续跑几章闭环？默认按“正文 → 润色 → 去AI味 → 审阅回炉 → 读者产物”完整续跑。'","false","False","0","0","0","False","","0","4","读者侧产物接线规则.md;控制卡入正文施工与回炉桥.md;题材章节创作闭环补充规则.md;阅读笔记与分章书评路径约定补充.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-管理连续性冷热线\SKILL.md","GenreWrapper","都市悬疑-管理连续性冷热线","52","6","都市悬疑-管理连续性冷热线","'用于【都市悬疑】题材下的连续性、旧线回收与冷热线管理。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口名、补充旧案回声、关系余波、证据链不断点与回归压力判断，并明确要求优先强制加载并使用 `通用-管理连续性冷热线`。关键词：都市悬疑连续性、旧线回收、冷热线、回归窗口、证据链不断点。'","'要梳理哪几章都市悬疑连续性与旧线回收？默认按“回归窗口、人物压力、证据链不断点与下一章承接风险”处理。'","false","False","0","0","0","False","","0","1","题材连续性补充规则.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-组包投稿材料\SKILL.md","GenreWrapper","都市悬疑-组包投稿材料","94","10","都市悬疑-组包投稿材料","'用于【都市悬疑】题材下的投稿材料组包、起点内投整包与补件审计。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口名，补充职业抓手、证据异常、现实摩擦、长期谜团与起点男频裁判口径，并明确要求优先强制加载并使用 `通用-组包投稿材料`。'","'要把哪部都市悬疑作品组装成投稿包？默认按“起点评估结果、书名简介、30000字连续正文、总大纲/第1卷卷纲与最弱一环”处理。'","false","False","0","0","0","False","","0","2","起点内投材料落盘模板.md;题材投稿包补充规则.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-设计事件案件引擎\SKILL.md","GenreWrapper","都市悬疑-设计事件案件引擎","66","7","都市悬疑-设计事件案件引擎","'用于【都市悬疑】题材下的单元案、事件母板与案件供血设计。作为题材包装层与路由层，负责保留都市悬疑标准入口名，并明确要求优先强制加载并使用 `通用-设计事件案件引擎`。'","'要设计哪个都市悬疑单元案或事件母板？默认按“异常信号、证据链、误导反证、代价与主线供血”处理。'","false","False","0","0","0","False","","0","2","都市现实摩擦与单元案供血规则.md;README.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-设计人物传记\SKILL.md","GenreWrapper","都市悬疑-设计人物传记","98","9","都市悬疑-设计人物传记","'用于【都市悬疑】题材下的人物传记设计与重写。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口名、补充可证据化秘密、镜头抓手、风险边界与程序口径，并明确要求优先强制加载并使用 `通用-设计人物传记`。关键词：都市悬疑人物传记、可证据化秘密、镜头抓手、人物裁判源。'","'要设计或重写哪份都市悬疑人物传记？默认按“身份、动机、边界、关系、抓手、心理弧线、索引”完整落地。'","false","False","0","0","0","False","","0","8","创新人物设计与心理弧线规范.md;创新性人物设计要点.md;内容一致性与风险校验.md;人物传记模板与写作抓手.md;三级大纲索引模板.md;三级大纲索引示例.md;心理弧线与索引规则.md;质量控制与验证流程.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-设计分卷大纲\SKILL.md","GenreWrapper","都市悬疑-设计分卷大纲","104","13","都市悬疑-设计分卷大纲","'设计都市悬疑小说分部大纲、分卷大纲、卷纲、章清单与章节微型剧本。核心要求是：分部/分卷大纲必须把上一级大纲分配给本层的内容切实、全量、保质落地。分部大纲要承接总纲层文件组分配给本部的全部内容；分卷大纲在无分部小说中按分部口径承接总纲层分配内容，在有分部小说中承接本部分配给本卷的全部内容。覆盖：分部、分卷、卷纲、章纲、章清单、故事线、情节块、故事点、卷级启动表、爽点布点表、章节钩子链、反AI味、现实锚点、移动端可读性。'","'要处理哪份都市悬疑分部 / 分卷文件？默认按“上级全量落地、卷级任务拆解、章清单与微型剧本”处理。'","false","False","0","0","0","False","","0","4","分部模板.md;分部与分卷专属设计规则.md;分卷模板与章节工件.md;故事面供血分卷落地与首卷抓手.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-设计封面生图提示词\SKILL.md","GenreWrapper","都市悬疑-设计封面生图提示词","78","11","都市悬疑-设计封面生图提示词","'用于【都市悬疑】题材下的封面生图提示词设计。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口名、补充城市压迫感、异常证据、人物危险感与平台展示边界，并明确要求优先强制加载并使用 `通用-设计封面生图提示词`。关键词：都市悬疑封面提示词、城市压迫、异常证据、平台展示。'","'要为哪部都市悬疑作品设计封面生图提示词？默认按“城市压迫感、异常证据、人物危险感与平台展示需求”处理。'","false","False","0","0","0","False","","0","0","","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-设计总大纲\SKILL.md","GenreWrapper","都市悬疑-设计总大纲","101","12","都市悬疑-设计总大纲","'设计都市悬疑小说总大纲、全书总纲、故事多面体、主线谜团面与单元案矩阵。这里的“总大纲”默认指总纲层文件组，而非单一文件；至少包括 `小说总大纲.md`、`故事面/`、`伏笔与回收总纲.md`、`故事多面体大纲.md`，以及其它相关总表级大纲文件。用于创建、重写、修改总纲层 Canon 文件及其联动关系。覆盖：总大纲、总纲、全书、故事面、M0、X01、单元案矩阵、钩子链、反AI味、现实锚点、缺陷型主角、总纲模板、总纲审计。'","'要处理哪组都市悬疑总纲层文件？默认按“总纲层文件组联动、M0 / X / C、证据链与平台口径”处理。'","false","False","0","0","0","False","","0","3","故事面联动首卷承诺与平台闭环.md;总纲模板与验收.md;总纲专属设计规则.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-设计故事设定\SKILL.md","GenreWrapper","都市悬疑-设计故事设定","122","9","都市悬疑-设计故事设定","'用于【都市悬疑】题材下的故事设定、手法、程序链与证据载体设计。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口名、补充都市程序摩擦、异常证据与现实代价边界，并明确要求优先强制加载并使用 `通用-设计故事设定`。关键词：都市悬疑故事设定、程序链、证据载体、规则代价。'","'要设计或重写哪份都市悬疑故事设定文件？默认按“规则条款、证据映射、程序摩擦、镜头包、验证流程”处理。'","false","False","0","0","0","False","","0","3","创新性要素库.md;科学对冲玄学与都市程序证据补丁.md;示例格式与验证流程.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-设计故事面\SKILL.md","GenreWrapper","都市悬疑-设计故事面","69","8","都市悬疑-设计故事面","'用于【都市悬疑】题材下的故事面设计、重写与审计。作为题材包装层与兼容入口，负责保留都市悬疑入口名、补充社会议题、异常证据与人物后果耦合口径，并明确要求优先强制加载并使用 `通用-设计故事面`。关键词：都市悬疑故事面、M0、X线、供血锚点、卷级推进。'","'要设计或重写哪个都市悬疑故事面？默认按“谜面、供血锚点、跨卷交接与正文可调用性”处理。'","false","False","0","0","0","False","","0","1","都市议题与悬疑母题耦合清单.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-设计标题\SKILL.md","GenreWrapper","都市悬疑-设计标题","77","9","都市悬疑-设计标题","'用于【都市悬疑】题材下的书名设计、筛选、重排与多平台适配。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口名，补充都市现实压迫、证据异常、职业切口与系统性危险感，并明确要求优先强制加载并使用 `通用-设计标题`。支持今日头条平台。'","'要为哪部都市悬疑作品设计标题？默认按“城市现实感、异常感、证据感与平台辨识度”生成候选并筛选。'","false","False","0","0","0","False","","0","2","各平台题材化书名补丁.md;题材书名补充规则.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-设计线索伏笔与回收台账\SKILL.md","GenreWrapper","都市悬疑-设计线索伏笔与回收台账","71","9","都市悬疑-设计线索伏笔与回收台账","'用于【都市悬疑】题材下的线索、伏笔、误导与回收台账设计。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口名、补充旧案回声、城市留痕、推理公平性与证据口径，并明确要求优先强制加载并使用 `通用-设计线索伏笔与回收台账`。'","'要建立或重写哪份都市悬疑线索 / 伏笔台账？默认按“线索、证据、误导、回收窗口与余波”一并处理。'","false","False","0","0","0","False","","0","1","README.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-设计题材定位框架\SKILL.md","GenreWrapper","都市悬疑-设计题材定位框架","70","8","都市悬疑-设计题材定位框架","'用于【都市悬疑】题材下的题材定位、卖点校准与入口判断。作为题材包装层与路由层，负责保留都市悬疑入口名、补充职业抓手、异常证据、程序摩擦、现实代价与平台主口径，并明确要求优先强制加载并使用 `通用-设计题材定位框架`。'","'要校准哪部都市悬疑作品的题材定位？默认按“主卖点、职业抓手、异常证据、平台主口径与创新组合”处理。'","false","False","0","0","0","False","","0","2","都市悬疑定位与项目裁判源.md;题材边界与入口说明.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-输出B站版\SKILL.md","GenreWrapper","都市悬疑-输出B站版","64","8","都市悬疑-输出B站版","'用于【都市悬疑】题材下的 B站 平台输出任务。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口、补充视听化异常、互动讨论感、现实空间压迫与证据链边界，并明确要求优先强制加载并使用 `通用-输出B站版`。关键词：都市悬疑B站版、B站、视听化、讨论感。'","'要把哪一章都市悬疑改成 B站 版？默认按“保证据链、视听化异常与年轻读者可读性，不写成解说稿”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-输出GoodNovel版\SKILL.md","GenreWrapper","都市悬疑-输出GoodNovel版","65","8","都市悬疑-输出GoodNovel版","'用于【都市悬疑】题材下的 GoodNovel 平台输出任务。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口、补充关系张力与现实调查边界，并明确要求优先强制加载并使用 `通用-输出GoodNovel版`。关键词：都市悬疑GoodNovel版、英文平台、关系张力、调查悬疑。'","'要把哪一章都市悬疑改成 GoodNovel 版？默认按“保调查压力、人物拉扯与英文情绪张力”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"都市悬疑\skills\都市悬疑-输出My Fiction版\SKILL.md","GenreWrapper","都市悬疑-输出My Fiction版","65","8","都市悬疑-输出My Fiction版","'用于【都市悬疑】题材下的 My Fiction 平台输出任务。作为题材包装层、兼容入口与路由层，负责保留都市悬疑入口、补充关系黏性与调查驱动边界，并明确要求优先强制加载并使用 `通用-输出My Fiction版`。关键词：都市悬疑My Fiction版、英文追更、关系张力。'","'要把哪一章都市悬疑改成 My Fiction 版？默认按“保案件推进、关系拉力与英文追更感”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
